W,Q2,cos_th,Sl,Slt,St,Stt,dSl,dSlt,dSt,dStt,phi,E,eps,cs,dcs
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,10,4.056,0.6960215753437198,19.00725192300083,10.844805229809113
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,30,4.056,0.6960215753437198,24.543626941483147,8.552792890824493
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,50,4.056,0.6960215753437198,33.372442433215085,6.646581284422436
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,70,4.056,0.6960215753437198,42.01398652395754,7.605337105521371
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,90,4.056,0.6960215753437198,47.30239874034016,8.563145640760405
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,110,4.056,0.6960215753437198,47.76115810372904,7.605337105521372
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,130,4.056,0.6960215753437198,44.17359188101862,6.646581284422436
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,150,4.056,0.6960215753437198,39.095976225925185,8.552792890824493
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,170,4.056,0.6960215753437198,35.55557295057586,10.844805229809113
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,190,4.056,0.6960215753437198,35.55557295057586,10.844805229809113
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,210,4.056,0.6960215753437198,39.095976225925185,8.552792890824492
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,230,4.056,0.6960215753437198,44.173591881018616,6.646581284422436
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,250,4.056,0.6960215753437198,47.76115810372904,7.605337105521369
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,270,4.056,0.6960215753437198,47.30239874034016,8.563145640760405
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,290,4.056,0.6960215753437198,42.013986523957556,7.605337105521375
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,310,4.056,0.6960215753437198,33.3724424332151,6.646581284422436
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,330,4.056,0.6960215753437198,24.54362694148316,8.552792890824488
1.85,1.55,0.35,6.492367781677444,-7.732954330634917,32.46183925146889,-14.829614200766832,0.9107215589887643,6.63411,4.553607794943815,10.379400000000002,350,4.056,0.6960215753437198,19.007251923000837,10.84480522980911
