W,Q2,cos_th,Sl,Slt,St,Stt,dSl,dSlt,dSt,dStt,phi,E,eps,cs,dcs
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,10,4.056,0.6960215753437198,38.14334134505527,9.768569597777285
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,30,4.056,0.6960215753437198,40.99675920848479,7.767371626275786
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,50,4.056,0.6960215753437198,44.90125305638596,6.096728623463084
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,70,4.056,0.6960215753437198,47.15182565326738,6.8851490170723455
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,90,4.056,0.6960215753437198,45.51242739994911,7.702999735214636
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,110,4.056,0.6960215753437198,39.40491384014588,6.885149017072346
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,130,4.056,0.6960215753437198,30.34182132704705,6.096728623463084
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,150,4.056,0.6960215753437198,21.3808899038143,7.767371626275786
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,170,4.056,0.6960215753437198,15.836997802594858,9.768569597777285
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,190,4.056,0.6960215753437198,15.836997802594858,9.768569597777283
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,210,4.056,0.6960215753437198,21.380889903814307,7.767371626275784
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,230,4.056,0.6960215753437198,30.341821327047043,6.0967286234630835
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,250,4.056,0.6960215753437198,39.404913840145866,6.8851490170723455
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,270,4.056,0.6960215753437198,45.51242739994911,7.702999735214636
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,290,4.056,0.6960215753437198,47.15182565326738,6.885149017072349
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,310,4.056,0.6960215753437198,44.90125305638596,6.096728623463084
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,330,4.056,0.6960215753437198,40.99675920848479,7.767371626275782
1.85,1.55,-0.25,6.313768130492859,10.423651777716119,31.568839996875454,-13.719500804005074,0.8527440308988758,5.974219999999999,4.263720154494386,9.17766,350,4.056,0.6960215753437198,38.143341345055276,9.768569597777281
