W,Q2,cos_th,Sl,Slt,St,Stt,dSl,dSlt,dSt,dStt,phi,E,eps,cs,dcs
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,10,4.056,0.6960215753437198,36.262898424960035,11.502225604118717
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,30,4.056,0.6960215753437198,40.62859763081412,9.098282707899076
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,50,4.056,0.6960215753437198,47.10388170820857,7.0627938479240635
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,70,4.056,0.6960215753437198,52.25791674012616,7.995759423237403
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,90,4.056,0.6960215753437198,53.13883823368569,8.975462276389848
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,110,4.056,0.6960215753437198,48.72012154270837,7.995759423237403
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,130,4.056,0.6960215753437198,40.455001626477916,7.0627938479240635
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,150,4.056,0.6960215753437198,31.67058572964651,9.098282707899076
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,170,4.056,0.6960215753437198,26.076223145811596,11.502225604118717
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,190,4.056,0.6960215753437198,26.076223145811596,11.502225604118717
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,210,4.056,0.6960215753437198,31.67058572964652,9.098282707899076
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,230,4.056,0.6960215753437198,40.45500162647791,7.0627938479240635
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,250,4.056,0.6960215753437198,48.72012154270836,7.995759423237401
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,270,4.056,0.6960215753437198,53.13883823368569,8.975462276389848
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,290,4.056,0.6960215753437198,52.25791674012616,7.9957594232374065
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,310,4.056,0.6960215753437198,47.103881708208576,7.0627938479240635
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,330,4.056,0.6960215753437198,40.628597630814134,9.098282707899072
1.85,1.55,0.05,7.340680315824798,4.760186521847161,36.70340198720043,-16.27272022907766,0.9552808988764045,7.144910000000001,4.776404494382021,10.875899999999994,350,4.056,0.6960215753437198,36.26289842496004,11.502225604118712
