W,Q2,cos_th,Sl,Slt,St,Stt,dSl,dSlt,dSt,dStt,phi,E,eps,cs,dcs
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,10,4.056,0.6960215753437198,55.715243470894315,18.807322162524883
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,30,4.056,0.6960215753437198,69.25942585146936,15.214847618216872
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,50,4.056,0.6960215753437198,91.90792218179215,12.483070870692995
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,70,4.056,0.6960215753437198,116.62958021012311,14.173283007884345
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,90,4.056,0.6960215753437198,136.6617660060331,15.730263838162651
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,110,4.056,0.6960215753437198,148.09513312575086,14.173283007884345
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,130,4.056,0.6960215753437198,151.04381794932,12.483070870692995
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,150,4.056,0.6960215753437198,148.93300268846266,15.214847618216872
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,170,4.056,0.6960215753437198,146.3166921540499,18.807322162524883
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,190,4.056,0.6960215753437198,146.3166921540499,18.807322162524883
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,210,4.056,0.6960215753437198,148.9330026884627,15.21484761821687
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,230,4.056,0.6960215753437198,151.04381794932,12.483070870692995
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,250,4.056,0.6960215753437198,148.09513312575086,14.173283007884342
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,270,4.056,0.6960215753437198,136.6617660060331,15.730263838162651
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,290,4.056,0.6960215753437198,116.62958021012314,14.173283007884349
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,310,4.056,0.6960215753437198,91.90792218179216,12.483070870692995
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,330,4.056,0.6960215753437198,69.25942585146939,15.214847618216865
1.85,1.55,0.65,20.766201510583638,-42.33764040404724,103.83100722602015,-26.402966720731566,1.9674859550561763,10.39370000000001,9.837429775280896,17.525299999999998,350,4.056,0.6960215753437198,55.71524347089432,18.807322162524876
