Q2[GeV2],S_l[nb/sr],S_lt[nb/sr],S_t[nb/sr],S_tt[nb/sr],W[GeV],cos_th,dS_l[nb/sr],dS_lt[nb/sr],dS_t[nb/sr],dS_tt[nb/sr]
3.45,1.88,-2.567,9.398,-0.873,1.875,-0.68,0.241,1.465,1.203,2.608
3.45,1.89,-2.652,9.451,-1.137,1.875,-0.67,0.24,1.45,1.202,2.593
3.45,1.903,-2.731,9.516,-1.383,1.875,-0.66,0.241,1.439,1.204,2.581
3.45,1.918,-2.803,9.591,-1.613,1.875,-0.65,0.242,1.432,1.208,2.574
3.45,1.935,-2.869,9.677,-1.824,1.875,-0.64,0.243,1.427,1.213,2.571
3.45,1.954,-2.929,9.772,-2.016,1.875,-0.63,0.244,1.426,1.22,2.571
3.45,1.975,-2.983,9.877,-2.189,1.875,-0.62,0.246,1.428,1.229,2.575
3.45,1.998,-3.031,9.991,-2.341,1.875,-0.61,0.248,1.432,1.24,2.582
3.45,2.023,-3.073,10.113,-2.473,1.875,-0.6,0.25,1.44,1.252,2.593
3.45,2.049,-3.11,10.244,-2.585,1.875,-0.59,0.253,1.45,1.265,2.607
3.45,2.076,-3.141,10.382,-2.675,1.875,-0.58,0.256,1.462,1.28,2.623
3.45,2.106,-3.166,10.528,-2.745,1.875,-0.57,0.259,1.477,1.296,2.643
3.45,2.136,-3.187,10.681,-2.794,1.875,-0.56,0.263,1.494,1.313,2.665
3.45,2.168,-3.202,10.841,-2.823,1.875,-0.55,0.266,1.513,1.332,2.689
3.45,2.201,-3.213,11.007,-2.831,1.875,-0.54,0.27,1.535,1.351,2.716
3.45,2.236,-3.219,11.179,-2.819,1.875,-0.53,0.274,1.558,1.371,2.745
3.45,2.271,-3.221,11.357,-2.788,1.875,-0.52,0.278,1.583,1.392,2.776
3.45,2.308,-3.218,11.541,-2.738,1.875,-0.51,0.283,1.609,1.414,2.809
3.45,2.346,-3.212,11.729,-2.669,1.875,-0.5,0.287,1.637,1.436,2.844
3.45,2.385,-3.201,11.923,-2.582,1.875,-0.49,0.292,1.667,1.459,2.88
3.45,2.424,-3.188,12.121,-2.478,1.875,-0.48,0.296,1.697,1.482,2.918
3.45,2.465,-3.171,12.323,-2.358,1.875,-0.47,0.301,1.729,1.506,2.957
3.45,2.506,-3.151,12.529,-2.221,1.875,-0.46,0.306,1.762,1.53,2.997
3.45,2.548,-3.128,12.738,-2.07,1.875,-0.45,0.311,1.795,1.554,3.039
3.45,2.59,-3.103,12.951,-1.905,1.875,-0.44,0.316,1.829,1.579,3.081
3.45,2.634,-3.075,13.168,-1.726,1.875,-0.43,0.321,1.864,1.603,3.124
3.45,2.677,-3.045,13.387,-1.536,1.875,-0.42,0.325,1.9,1.627,3.167
3.45,2.722,-3.014,13.609,-1.334,1.875,-0.41,0.33,1.935,1.651,3.211
3.45,2.767,-2.98,13.833,-1.121,1.875,-0.4,0.335,1.971,1.675,3.255
3.45,2.812,-2.946,14.059,-0.9,1.875,-0.39,0.34,2.008,1.698,3.299
3.45,2.858,-2.91,14.288,-0.67,1.875,-0.38,0.344,2.044,1.721,3.343
3.45,2.904,-2.873,14.518,-0.433,1.875,-0.37,0.349,2.08,1.744,3.387
3.45,2.95,-2.836,14.75,-0.189,1.875,-0.36,0.353,2.115,1.766,3.431
3.45,2.997,-2.798,14.983,0.06,1.875,-0.35,0.357,2.151,1.787,3.474
3.45,3.043,-2.76,15.217,0.313,1.875,-0.34,0.361,2.185,1.807,3.517
3.45,3.091,-2.722,15.453,0.569,1.875,-0.33,0.365,2.219,1.827,3.558
3.45,3.138,-2.684,15.689,0.827,1.875,-0.32,0.369,2.253,1.845,3.599
3.45,3.185,-2.647,15.926,1.086,1.875,-0.31,0.373,2.285,1.863,3.639
3.45,3.233,-2.61,16.164,1.345,1.875,-0.3,0.376,2.317,1.879,3.677
3.45,3.28,-2.575,16.402,1.604,1.875,-0.29,0.379,2.347,1.894,3.715
3.45,3.328,-2.54,16.641,1.86,1.875,-0.28,0.382,2.376,1.908,3.75
3.45,3.376,-2.506,16.88,2.113,1.875,-0.27,0.384,2.404,1.922,3.785
3.45,3.424,-2.474,17.118,2.363,1.875,-0.26,0.387,2.431,1.934,3.818
3.45,3.471,-2.444,17.357,2.608,1.875,-0.25,0.389,2.457,1.946,3.851
3.45,3.519,-2.415,17.596,2.847,1.875,-0.24,0.392,2.481,1.958,3.882
3.45,3.567,-2.388,17.835,3.079,1.875,-0.23,0.394,2.505,1.969,3.912
3.45,3.615,-2.364,18.073,3.304,1.875,-0.22,0.396,2.527,1.981,3.941
3.45,3.662,-2.342,18.311,3.521,1.875,-0.21,0.398,2.548,1.992,3.969
3.45,3.71,-2.322,18.549,3.729,1.875,-0.2,0.401,2.569,2.004,3.996
3.45,3.757,-2.305,18.786,3.926,1.875,-0.19,0.403,2.588,2.017,4.022
3.45,3.805,-2.291,19.023,4.114,1.875,-0.18,0.406,2.606,2.03,4.048
3.45,3.852,-2.279,19.259,4.29,1.875,-0.17,0.409,2.623,2.044,4.073
3.45,3.899,-2.271,19.495,4.454,1.875,-0.16,0.412,2.639,2.059,4.097
3.45,3.946,-2.266,19.73,4.606,1.875,-0.15,0.415,2.654,2.076,4.121
3.45,3.993,-2.264,19.964,4.745,1.875,-0.14,0.419,2.667,2.093,4.143
3.45,4.04,-2.266,20.198,4.871,1.875,-0.13,0.423,2.68,2.113,4.166
3.45,4.086,-2.271,20.432,4.982,1.875,-0.12,0.427,2.692,2.134,4.188
3.45,4.133,-2.28,20.664,5.08,1.875,-0.11,0.431,2.703,2.157,4.209
3.45,4.179,-2.292,20.897,5.162,1.875,-0.1,0.436,2.713,2.182,4.231
3.45,4.226,-2.308,21.128,5.23,1.875,-0.09,0.442,2.721,2.209,4.252
3.45,4.272,-2.328,21.36,5.282,1.875,-0.08,0.448,2.729,2.239,4.272
3.45,4.318,-2.352,21.591,5.319,1.875,-0.07,0.454,2.736,2.27,4.292
3.45,4.364,-2.379,21.821,5.34,1.875,-0.06,0.461,2.742,2.303,4.311
3.45,4.41,-2.411,22.052,5.345,1.875,-0.05,0.467,2.746,2.337,4.33
3.45,4.456,-2.447,22.282,5.334,1.875,-0.04,0.474,2.75,2.371,4.348
3.45,4.502,-2.487,22.512,5.308,1.875,-0.03,0.481,2.753,2.407,4.365
3.45,4.548,-2.531,22.742,5.265,1.875,-0.02,0.489,2.755,2.443,4.381
3.45,4.594,-2.579,22.971,5.207,1.875,-0.01,0.496,2.756,2.479,4.396
3.45,4.64,-2.631,23.202,5.133,1.875,0.0,0.503,2.756,2.514,4.41
3.45,4.686,-2.687,23.432,5.043,1.875,0.01,0.51,2.756,2.55,4.422
3.45,4.733,-2.747,23.663,4.939,1.875,0.02,0.517,2.754,2.584,4.433
3.45,4.779,-2.812,23.894,4.819,1.875,0.03,0.524,2.752,2.618,4.443
3.45,4.825,-2.88,24.126,4.685,1.875,0.04,0.53,2.749,2.65,4.451
3.45,4.872,-2.952,24.359,4.536,1.875,0.05,0.536,2.745,2.681,4.458
3.45,4.919,-3.029,24.593,4.374,1.875,0.06,0.542,2.74,2.71,4.462
3.45,4.966,-3.109,24.828,4.198,1.875,0.07,0.547,2.734,2.737,4.465
3.45,5.013,-3.193,25.064,4.009,1.875,0.08,0.552,2.728,2.762,4.466
3.45,5.06,-3.281,25.302,3.809,1.875,0.09,0.557,2.72,2.784,4.465
3.45,5.108,-3.373,25.542,3.596,1.875,0.1,0.561,2.712,2.803,4.462
3.45,5.157,-3.468,25.783,3.373,1.875,0.11,0.564,2.704,2.819,4.456
3.45,5.205,-3.566,26.027,3.139,1.875,0.12,0.567,2.695,2.833,4.449
3.45,5.255,-3.668,26.273,2.896,1.875,0.13,0.569,2.685,2.844,4.441
3.45,5.304,-3.774,26.522,2.644,1.875,0.14,0.571,2.676,2.853,4.431
3.45,5.355,-3.882,26.773,2.384,1.875,0.15,0.572,2.667,2.861,4.421
3.45,5.405,-3.994,27.027,2.116,1.875,0.16,0.574,2.659,2.868,4.412
3.45,5.457,-4.108,27.285,1.843,1.875,0.17,0.575,2.653,2.874,4.402
3.45,5.509,-4.226,27.546,1.565,1.875,0.18,0.576,2.647,2.881,4.394
3.45,5.562,-4.345,27.811,1.282,1.875,0.19,0.578,2.643,2.888,4.387
3.45,5.616,-4.468,28.08,0.995,1.875,0.2,0.579,2.641,2.896,4.381
3.45,5.671,-4.592,28.354,0.707,1.875,0.21,0.581,2.641,2.905,4.378
3.45,5.726,-4.719,28.632,0.417,1.875,0.22,0.583,2.643,2.916,4.378
3.45,5.783,-4.848,28.915,0.127,1.875,0.23,0.586,2.649,2.929,4.381
3.45,5.841,-4.978,29.203,-0.163,1.875,0.24,0.589,2.657,2.945,4.387
3.45,5.899,-5.11,29.497,-0.45,1.875,0.25,0.593,2.669,2.964,4.398
3.45,5.959,-5.243,29.797,-0.735,1.875,0.26,0.597,2.685,2.987,4.413
3.45,6.021,-5.378,30.104,-1.015,1.875,0.27,0.603,2.704,3.013,4.433
3.45,6.083,-5.513,30.416,-1.29,1.875,0.28,0.609,2.728,3.044,4.458
3.45,6.147,-5.65,30.736,-1.559,1.875,0.29,0.616,2.756,3.081,4.49
3.45,6.213,-5.786,31.063,-1.82,1.875,0.3,0.624,2.79,3.122,4.527
3.45,6.28,-5.923,31.398,-2.072,1.875,0.31,0.634,2.828,3.169,4.572
3.45,6.348,-6.06,31.741,-2.315,1.875,0.32,0.644,2.871,3.221,4.622
3.45,6.418,-6.196,32.092,-2.547,1.875,0.33,0.656,2.918,3.278,4.679
3.45,6.49,-6.333,32.452,-2.767,1.875,0.34,0.668,2.969,3.339,4.74
3.45,6.564,-6.468,32.822,-2.974,1.875,0.35,0.681,3.024,3.403,4.807
3.45,6.64,-6.602,33.201,-3.167,1.875,0.36,0.694,3.081,3.47,4.877
3.45,6.718,-6.735,33.59,-3.344,1.875,0.37,0.708,3.141,3.539,4.952
3.45,6.798,-6.867,33.989,-3.505,1.875,0.38,0.722,3.202,3.61,5.03
3.45,6.88,-6.997,34.4,-3.649,1.875,0.39,0.736,3.265,3.682,5.11
3.45,6.964,-7.124,34.822,-3.775,1.875,0.4,0.751,3.33,3.753,5.193
3.45,7.051,-7.25,35.256,-3.881,1.875,0.41,0.765,3.394,3.825,5.278
3.45,7.14,-7.372,35.702,-3.968,1.875,0.42,0.779,3.459,3.896,5.364
3.45,7.232,-7.492,36.161,-4.033,1.875,0.43,0.793,3.524,3.965,5.451
3.45,7.327,-7.608,36.633,-4.077,1.875,0.44,0.806,3.588,4.031,5.539
3.45,7.424,-7.721,37.119,-4.098,1.875,0.45,0.819,3.65,4.096,5.626
3.45,7.524,-7.83,37.619,-4.097,1.875,0.46,0.831,3.711,4.156,5.713
3.45,7.627,-7.935,38.134,-4.071,1.875,0.47,0.843,3.77,4.213,5.798
3.45,7.733,-8.035,38.664,-4.022,1.875,0.48,0.853,3.826,4.265,5.882
3.45,7.842,-8.131,39.21,-3.947,1.875,0.49,0.862,3.879,4.312,5.964
3.45,7.954,-8.221,39.772,-3.847,1.875,0.5,0.871,3.928,4.353,6.043
3.45,8.07,-8.307,40.351,-3.722,1.875,0.51,0.878,3.974,4.388,6.119
3.45,8.189,-8.386,40.947,-3.572,1.875,0.52,0.883,4.015,4.417,6.193
3.45,8.312,-8.46,41.561,-3.395,1.875,0.53,0.888,4.053,4.441,6.262
3.45,8.439,-8.527,42.194,-3.193,1.875,0.54,0.892,4.087,4.461,6.329
3.45,8.569,-8.588,42.846,-2.965,1.875,0.55,0.895,4.116,4.477,6.393
3.45,8.704,-8.642,43.518,-2.711,1.875,0.56,0.898,4.142,4.491,6.453
3.45,8.842,-8.689,44.209,-2.432,1.875,0.57,0.901,4.164,4.503,6.509
3.45,8.984,-8.728,44.922,-2.128,1.875,0.58,0.903,4.182,4.514,6.563
3.45,9.131,-8.759,45.656,-1.8,1.875,0.59,0.905,4.197,4.524,6.612
3.45,9.282,-8.783,46.412,-1.449,1.875,0.6,0.907,4.207,4.534,6.659
3.45,9.438,-8.798,47.191,-1.074,1.875,0.61,0.909,4.214,4.546,6.701
3.45,9.599,-8.805,47.993,-0.678,1.875,0.62,0.912,4.216,4.559,6.741
3.45,9.764,-8.802,48.819,-0.262,1.875,0.63,0.915,4.216,4.575,6.776
3.45,9.934,-8.791,49.67,0.174,1.875,0.64,0.919,4.211,4.594,6.808
3.45,10.109,-8.77,50.546,0.628,1.875,0.65,0.923,4.202,4.617,6.836
3.45,10.29,-8.74,51.448,1.098,1.875,0.66,0.929,4.19,4.645,6.86
3.45,10.475,-8.699,52.376,1.582,1.875,0.67,0.936,4.174,4.678,6.88
3.45,10.666,-8.649,53.332,2.079,1.875,0.68,0.944,4.155,4.718,6.896
3.45,10.863,-8.588,54.315,2.586,1.875,0.69,0.953,4.132,4.765,6.91
3.45,11.065,-8.516,55.327,3.101,1.875,0.7,0.964,4.108,4.819,6.921
3.45,11.274,-8.434,56.369,3.621,1.875,0.71,0.976,4.082,4.88,6.932
3.45,11.488,-8.341,57.441,4.143,1.875,0.72,0.99,4.056,4.95,6.945
3.45,11.709,-8.237,58.543,4.665,1.875,0.73,1.006,4.032,5.028,6.96
3.45,11.935,-8.121,59.677,5.183,1.875,0.74,1.023,4.01,5.114,6.98
3.45,12.169,-7.995,60.844,5.694,1.875,0.75,1.042,3.991,5.21,7.005
3.45,12.409,-7.856,62.043,6.193,1.875,0.76,1.063,3.977,5.315,7.037
3.45,12.655,-7.706,63.276,6.677,1.875,0.77,1.086,3.968,5.43,7.078
3.45,12.909,-7.544,64.543,7.142,1.875,0.78,1.111,3.966,5.555,7.129
3.45,13.169,-7.37,65.846,7.583,1.875,0.79,1.138,3.971,5.69,7.192
3.45,13.437,-7.184,67.185,7.995,1.875,0.8,1.167,3.985,5.837,7.267
3.45,13.712,-6.986,68.561,8.373,1.875,0.81,1.199,4.009,5.995,7.358
3.45,13.995,-6.777,69.975,8.712,1.875,0.82,1.233,4.044,6.165,7.464
3.45,14.285,-6.555,71.427,9.006,1.875,0.83,1.269,4.091,6.346,7.588
3.45,14.584,-6.321,72.918,9.249,1.875,0.84,1.308,4.151,6.54,7.731
3.45,14.89,-6.075,74.45,9.435,1.875,0.85,1.349,4.225,6.747,7.894
3.45,15.204,-5.817,76.022,9.557,1.875,0.86,1.393,4.315,6.967,8.08
3.45,15.527,-5.547,77.636,9.609,1.875,0.87,1.44,4.42,7.201,8.288
3.45,15.859,-5.266,79.293,9.582,1.875,0.88,1.49,4.543,7.448,8.522
3.45,16.199,-4.972,80.994,9.469,1.875,0.89,1.542,4.685,7.71,8.782
3.45,16.548,-4.666,82.739,9.263,1.875,0.9,1.597,4.846,7.986,9.07
3.45,16.906,-4.349,84.529,8.955,1.875,0.91,1.655,5.028,8.277,9.388
3.45,17.273,-4.018,86.365,8.535,1.875,0.92,1.717,5.231,8.584,9.736
3.45,17.65,-3.675,88.248,7.996,1.875,0.93,1.781,5.458,8.907,10.116
3.45,18.036,-3.318,90.179,7.327,1.875,0.94,1.849,5.708,9.245,10.531
3.45,18.432,-2.945,92.159,6.518,1.875,0.95,1.92,5.983,9.6,10.98
3.45,18.432,-2.553,92.159,5.559,1.875,0.96,1.991,4.786,9.955,8.784
3.45,18.432,-2.135,92.159,4.439,1.875,0.97,2.065,3.59,10.323,6.588
3.45,18.432,-1.677,92.159,3.147,1.875,0.98,2.141,2.393,10.703,4.392
3.45,18.432,-1.135,92.159,1.672,1.875,0.99,2.219,1.197,11.097,2.196
